"","age","distance","urban","joint"
"1",1.56095844714667,0.682481779891541,-0.262392828706652,0.567301831258821
"2",-0.374698171396089,0.94808482601184,-0.130790661554784,0.390974240310796
"3",0.553128411337339,0.920996597377288,-0.585497615858912,0.447056794545895
"4",0.822862604961041,0.891132192097902,-0.0356489820405841,0.552896727056672
"5",0.594268323140999,0.806391203446405,-0.0856250054202974,0.511304495394391
"6",0.0838754839085155,0.557023867825191,-0.679811291862279,0.370857594654074
"7",1.70152199743894,0.789316729709879,-0.74118429934606,0.53979497345453
"8",0.0953409615869021,0.648392496248683,0.888014275114983,0.587397332877537
"9",2.20842371387704,0.756612640806575,0.455442530568689,0.748343702342845
"10",0.127285900947579,0.951470463458685,-0.493086717557162,0.406577125036078
"11",1.49486965422348,0.534703392194704,-0.122862958814949,0.549999159263928
"12",2.47664539270111,0.648793292970112,0.296178727876395,0.717789438368278
"13",-1.19886070111234,0.864727951489141,0.174955923110247,0.339579999734011
"14",-0.0887887668173718,0.941248473234861,-0.0312902489677072,0.441749835192628
"15",0.0566786636063419,0.920827859638331,0.829130484256893,0.578025227253278
"16",0.825950398070074,0.611168711940459,0.997983847279102,0.663038924087793
"17",-0.0942529214160729,0.976376313552691,0.974397944286466,0.578168843638455
"18",-2.46645542090478,0.577360376099984,-0.373531224671751,0.211560588426192
"19",-2.25046692857552,0.851751726550404,-0.452389493118972,0.133358494958691
"20",1.51011334573019,0.860346085507423,-0.628260078839958,0.549248293649784
"21",-0.116638594078475,0.900620689111508,0.424619033001363,0.501179323219597
"22",-1.59130843398,0.697179302840619,-0.704550374299288,0.209315357202791
"23",0.0180826442403784,0.951251024157193,-0.27930505387485,0.421607602048412
"24",1.4046746991726,0.778912579777982,-0.56041401065886,0.53047213762663
"25",2.08519346126497,0.974186432413839,-0.804794632364064,0.625254623676231
"26",-0.2404691316062,0.990261033873885,0.293746162671596,0.46507125449443
"27",-0.0672693827689301,0.847009429318182,-0.953070469666272,0.319290783803925
"28",-1.57316308519478,0.991449704774149,0.819560583680868,0.356211952585774
"29",0.650097354831272,0.911658335143592,0.230570193380117,0.570079364313907
"30",-0.44999487596012,0.723432622857534,-0.329548672772944,0.367848189263167
"31",0.645450123241219,0.726966435224262,-0.239793339278549,0.488847770207071
"32",0.894837337228819,0.461087013374746,0.415031443815678,0.570680240393212
"33",1.22510352196992,0.738281472503058,0.0244870292954147,0.584541772956843
"34",-0.418926375407212,0.715382653655237,0.677846574690193,0.509193188041956
"35",0.69495512329797,0.83109852348583,-0.340622539632022,0.489877362091448
"36",-1.52700867907334,0.969570937769354,0.69320515030995,0.349756950754824
