,distance,age,urban,joint
0,0.3392473652436109,0.6867141530112328,-0.058805766127983716,0.1741602009565749
1,0.15274973152682644,0.0517356988288149,0.4370726579915516,0.4449752720980058
2,0.29869053052257144,0.8376885381006922,-0.5723631772801856,0.0
3,0.05520902347305978,1.713029856408025,0.578994753654944,0.673569459207427
4,0.5985892657309564,-0.04415337472333647,-0.1410683468675935,0.0
5,0.3855210785706023,-0.04413695694918052,-0.7454091719924791,0.0
6,0.500410248884207,1.7692128155073918,-0.7613761729660649,0.12395605237111773
7,0.3908360361734438,0.9574347291529087,-0.6701865123065998,0.0
8,0.4238136062484421,-0.27947438593495244,0.7811454684875647,0.6627004211304036
9,0.4092973091716066,0.7325600435859642,0.981875644518095,1.0
10,0.46096818900380837,-0.27341769281246253,-0.28605240159743306,0.0
11,0.4257049683813271,-0.275729753570257,-0.4157122955894048,0.0
12,0.6578987041090706,0.43196227156603373,-0.5624580548113254,0.0
13,0.23297548903602538,-1.7232802446577982,0.647632954334491,0.24615089658921896
14,0.4114942960016607,-1.534917832513033,-0.5815850351622478,0.0
15,0.020770920281947304,-0.3722875292409724,0.8481802598605395,0.8404475052687121
16,0.5368464230987321,-0.8228311203344241,0.3347007579425654,0.0
17,0.22915896956272086,0.5042473325952734,0.7942555833383893,0.9098083824806728
18,0.35740362949573523,-0.7180240755212111,0.10801970878829259,0.0
19,0.897262424196106,-1.2223037013352915,0.38135972436499355,0.0
20,0.7724207312091292,1.6556487689215538,0.23891620131541536,1.0
21,0.30204871317778365,-0.03577630048653613,0.6623909126475938,0.6515847271233738
22,0.6805033523848869,0.2575282046879238,0.6717216223717621,0.8469704289955556
23,0.03239567506169055,-1.234748186213457,0.17958599969025024,0.1395854986666673
24,0.3827187471875079,-0.3543827245251827,0.26501529865954465,0.129386386304371
25,0.7388601476510375,0.30092258970986596,0.8437518409956599,1.0
26,0.12274934089715633,-0.9609935774223028,0.8597329679299388,0.7417716396949507
27,0.12759358575714183,0.5656980183456718,0.32849956779036327,0.40067900640679693
28,0.8523109790885579,-0.41063868991880526,-0.9844914436536729,0.0
29,0.04156676286074699,-0.10169374979327728,-0.791177570492118,0.0
30,0.4117115922811557,-0.4117066122293971,0.7158850635488323,0.5463806786751869
31,0.47281671378381485,2.0422781845089375,-0.830571767258397,0.13505149257349436
32,0.2521825328592049,0.17650277526206604,-0.5729616382898672,0.0
33,0.2706495474811199,-0.8677109289559006,-0.5389066395566964,0.0
34,0.9884107844737953,1.0125449121031893,0.20046953955980973,1.0
35,0.24760754900236756,-1.0308436499710225,0.1532655957675284,0.0
36,0.1521724355269757,0.3988635950047552,-0.42116495315919944,0.0
37,0.15646448359500706,-1.769670123879776,-0.5847772688631143,0.0
38,0.3092781784889622,-1.138186048898431,0.5290640597149516,0.17704795173009602
39,0.9928382055074197,0.38686123586912374,0.8709123112119523,1.0
40,0.0617646009205465,0.9284665799954106,-0.8943886401671226,0.0
41,0.10836589457823083,0.36136828118997005,-0.7336390745902743,0.0
42,0.12961090650204626,0.07435171761175918,0.2843279774114149,0.29396477093105916
43,0.0621923834538571,-0.11110369558928923,0.6088829033428513,0.6019730997036217
44,0.4141468801741995,-1.2885219903674276,0.5823773375527992,0.04873997520627915
45,0.06009927937302754,-0.5298442083947088,0.43936630616537853,0.4075230510608843
46,0.2254061681658999,-0.2706387709597877,0.774855908996184,0.7138522606770096
47,0.10484303178724406,1.2471222262189159,-0.5653022408583743,0.0
48,0.2287709670023906,0.5336182895684616,-0.7854181070161057,0.0
49,0.21687380467426765,-1.5730401553627342,0.23072594018273662,0.0
